a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
男,1972,初中,毕业,40000,农业户口,目前务农，没有过非农工作,乡,1920,1,2,1,4
男,1983,初中,毕业,40000,非农业户口,目前从事非农工作,城,1921,1,2,2,5
男,1953,初中,毕业,15000,农业户口,目前从事非农工作,乡,1922,1,2,1,4
男,1974,职业高中,毕业,35000,农业户口,目前从事非农工作,城,1923,2,2,2,4
女,1947,没有受过任何教育,nan,10000,农业户口,目前务农，没有过非农工作,乡,1924,2,2,2,4
男,1962,初中,毕业,40000,农业户口,目前务农，没有过非农工作,城,1925,1,4,2,5
女,1957,没有受过任何教育,nan,10000,农业户口,目前没有工作，而且只务过农,城,1926,1,1,1,5
男,1971,小学,辍学和中途退学,不知道,非农业户口,目前从事非农工作,城,1927,2,2,2,4
女,1957,普通高中,毕业,20000,农业户口,目前务农，没有过非农工作,城,1928,1,2,2,5
男,1978,小学,毕业,30000,农业户口,目前从事非农工作,乡,1929,2,2,1,5
女,1976,初中,毕业,10000,农业户口,目前从事非农工作,乡,1930,1,2,1,4
女,1963,初中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,1931,1,3,2,5
女,1969,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,1932,1,2,1,5
男,1962,初中,辍学和中途退学,1800,农业户口,目前务农，曾经有过非农工作,乡,1933,1,2,2,4
男,1964,初中,毕业,30000,农业户口,目前务农，曾经有过非农工作,城,1934,1,2,1,4
女,1991,初中,毕业,0,农业户口,目前务农，没有过非农工作,乡,1935,1,2,2,5
女,1954,没有受过任何教育,nan,2000,农业户口,目前务农，没有过非农工作,乡,1936,1,2,1,5
女,1976,初中,毕业,10000,农业户口,目前从事非农工作,城,1937,1,2,2,4
男,1961,初中,毕业,30000,农业户口,目前务农，没有过非农工作,乡,1938,1,1,1,5
女,1989,初中,辍学和中途退学,15000,农业户口,目前从事非农工作,乡,1939,1,2,2,4
男,1962,普通高中,毕业,40000,农业户口,目前从事非农工作,乡,1940,1,2,1,4
男,1995,初中,毕业,24000,农业户口,目前从事非农工作,城,1941,2,2,1,4
男,1945,小学,肄业,6000,农业户口,目前没有工作，而且只务过农,城,1942,1,2,2,5
男,1965,初中,毕业,10000,农业户口,目前没有工作，曾经有过非农工作,乡,1943,1,2,2,5
男,1960,普通高中,毕业,20000,农业户口,目前务农，曾经有过非农工作,乡,1944,1,2,2,4
男,1953,小学,辍学和中途退学,18000,农业户口,目前从事非农工作,城,1945,1,2,2,5
女,1973,初中,辍学和中途退学,40000,农业户口,目前从事非农工作,城,1946,2,3,2,4
女,1985,职业高中,毕业,40000,农业户口,目前从事非农工作,城,1947,2,2,2,5
男,1952,小学,辍学和中途退学,2040,农业户口,目前务农，曾经有过非农工作,乡,1948,1,2,2,4
女,1949,小学,肄业,15000,农业户口,目前务农，曾经有过非农工作,城,1949,1,1,1,4
女,1977,小学,毕业,30000,农业户口,目前从事非农工作,城,1950,1,1,1,2
女,1963,中专,毕业,60000,非农业户口,目前从事非农工作,城,1951,1,2,2,4
女,1940,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,城,1952,2,2,2,4
女,1996,大学专科（正规高等教育）,正在读,0,农业户口,目前没有工作，曾经有过非农工作,城,1953,1,2,1,5
女,1948,初中,毕业,5000,农业户口,目前务农，没有过非农工作,城,1954,2,3,2,5
男,1934,小学,辍学和中途退学,1000,农业户口,目前没有工作，曾经有过非农工作,乡,1955,1,2,2,5
男,1930,职业高中,辍学和中途退学,不适用,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,1956,2,2,2,4
男,1983,普通高中,辍学和中途退学,40000,农业户口,目前从事非农工作,乡,1957,2,2,1,5
男,1986,大学专科（正规高等教育）,毕业,60000,非农业户口,目前从事非农工作,城,1958,2,3,2,5
女,1986,初中,毕业,30000,农业户口,目前从事非农工作,乡,1959,2,2,2,5
女,1971,初中,辍学和中途退学,20000,农业户口,目前从事非农工作,城,1960,1,2,1,4
男,1970,小学,毕业,65000,农业户口,目前从事非农工作,乡,1961,2,2,2,4
女,1956,小学,毕业,3000,农业户口,目前务农，没有过非农工作,乡,1962,1,2,2,5
女,1946,小学,肄业,5000,农业户口,目前没有工作，而且只务过农,城,1963,1,1,2,5
男,1944,小学,毕业,1500,农业户口,目前务农，没有过非农工作,乡,1964,1,2,2,5
女,1961,没有受过任何教育,nan,4000,农业户口,目前务农，没有过非农工作,乡,1965,1,2,2,5
女,1947,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,1966,1,1,1,5
男,1957,没有受过任何教育,nan,7000,农业户口,目前没有工作，而且只务过农,城,1967,1,2,2,3
男,1943,初中,毕业,45000,农业户口,目前从事非农工作,城,1968,2,3,2,5
女,1950,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,1969,1,2,1,5
女,1971,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,1970,1,1,1,4
男,1994,职业高中,毕业,90000,农业户口,目前从事非农工作,乡,1971,1,2,1,5
男,1966,初中,辍学和中途退学,10000,农业户口,目前从事非农工作,乡,1972,1,2,2,4
男,1976,大学本科（正规高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,1973,1,2,2,4
女,1985,初中,毕业,60000,农业户口,目前从事非农工作,城,1974,2,3,2,5
男,1972,小学,毕业,40000,农业户口,目前务农，曾经有过非农工作,乡,1975,2,2,2,4
男,1971,初中,毕业,10000,农业户口,目前务农，曾经有过非农工作,乡,1976,2,1,1,5
男,1952,初中,辍学和中途退学,3500,农业户口,目前没有工作，曾经有过非农工作,乡,1977,2,1,1,4
女,1944,没有受过任何教育,nan,10000,农业户口,目前没有工作，而且只务过农,乡,1978,1,2,2,5
男,1949,小学,毕业,18000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1979,2,1,1,4
女,1974,小学,辍学和中途退学,6000,农业户口,目前没有工作，而且只务过农,乡,1980,1,2,2,5
女,1990,初中,毕业,60000,农业户口,目前从事非农工作,乡,1981,1,2,2,5
男,1967,初中,辍学和中途退学,不适用,农业户口,目前没有工作，而且只务过农,乡,1982,1,2,2,4
男,1963,初中,毕业,50000,农业户口,目前从事非农工作,城,1983,1,3,1,4
女,1982,小学,辍学和中途退学,20000,农业户口,目前从事非农工作,乡,1984,1,1,1,5
女,1958,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,城,1985,1,1,1,4
男,1934,没有受过任何教育,nan,4000,农业户口,目前没有工作，而且只务过农,乡,1986,1,1,1,5
女,1975,小学,毕业,20000,农业户口,目前从事非农工作,乡,1987,2,2,2,5
男,1954,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,1988,1,1,1,4
男,1957,小学,肄业,5000,农业户口,目前务农，没有过非农工作,乡,1989,1,1,1,5
男,1963,大学专科（成人高等教育）,毕业,30000,农业户口,目前从事非农工作,城,1990,2,1,1,4
女,1948,没有受过任何教育,nan,6680,农业户口,目前务农，没有过非农工作,乡,1991,1,2,2,4
男,1986,大学本科（成人高等教育）,毕业,40000,农业户口,目前从事非农工作,乡,1992,1,2,2,5
男,1944,小学,辍学和中途退学,10000,农业户口,目前没有工作，曾经有过非农工作,城,1993,1,2,2,4
男,1964,初中,毕业,50000,农业户口,目前从事非农工作,城,1994,1,2,2,5
男,1985,初中,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,乡,1995,2,1,1,5
男,1950,小学,肄业,10000,农业户口,目前务农，没有过非农工作,城,1996,1,2,2,4
女,1952,小学,毕业,0,农业户口,目前没有工作，而且只务过农,乡,1997,1,1,1,5
女,1951,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,城,1998,1,1,1,4
男,1976,大学本科（正规高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,1999,2,4,1,5
女,1985,小学,毕业,50000,农业户口,目前没有工作，曾经有过非农工作,乡,2000,1,2,2,4
女,1983,初中,毕业,30000,农业户口,目前从事非农工作,乡,2001,1,2,1,5
女,1981,初中,辍学和中途退学,5000,农业户口,目前务农，没有过非农工作,乡,2002,1,2,2,5
男,1965,小学,毕业,6000,农业户口,目前从事非农工作,乡,2003,1,2,2,4
男,1970,小学,毕业,4000,农业户口,目前从事非农工作,乡,2004,2,2,2,4
男,1966,没有受过任何教育,nan,20000,农业户口,目前务农，没有过非农工作,乡,2005,1,2,2,5
女,1953,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,2006,1,2,2,5
男,1942,初中,辍学和中途退学,20000,农业户口,目前务农，没有过非农工作,乡,2007,2,3,1,5
女,1964,没有受过任何教育,nan,1050,农业户口,目前没有工作，而且只务过农,乡,2008,1,1,1,4
男,1945,小学,毕业,3000,农业户口,目前务农，没有过非农工作,乡,2009,1,2,2,5
男,1963,小学,毕业,3000,农业户口,目前务农，没有过非农工作,乡,2010,1,2,2,5
男,1948,小学,辍学和中途退学,6000,农业户口,目前务农，没有过非农工作,乡,2011,2,1,1,4
男,1938,小学,毕业,20000,农业户口,目前务农，没有过非农工作,城,2012,1,1,1,5
男,1945,小学,肄业,8000,农业户口,目前务农，没有过非农工作,城,2013,1,1,1,5
女,1970,初中,毕业,12000,农业户口,目前务农，没有过非农工作,乡,2014,2,3,1,5
男,1982,普通高中,毕业,20000,农业户口,目前从事非农工作,城,2015,2,2,2,4
女,1952,没有受过任何教育,nan,0,农业户口,从未工作过,乡,2016,2,2,2,3
女,1956,没有受过任何教育,nan,30000,农业户口,目前从事非农工作,乡,2017,5,2,5,4
男,1956,初中,毕业,1000,农业户口,目前没有工作，而且只务过农,乡,2018,1,2,2,5
男,1974,初中,毕业,12000,农业户口,目前务农，没有过非农工作,乡,2019,2,2,2,5
女,1979,小学,辍学和中途退学,0,农业户口,目前务农，没有过非农工作,乡,2020,1,2,2,5
女,1962,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2021,2,2,2,4
女,1958,没有受过任何教育,nan,3000,农业户口,目前务农，曾经有过非农工作,城,2022,1,2,2,4
男,1974,初中,辍学和中途退学,30000,农业户口,目前从事非农工作,城,2023,1,2,1,4
女,1969,小学,毕业,2000,农业户口,目前务农，没有过非农工作,乡,2024,1,1,1,5
男,1952,初中,辍学和中途退学,5000,农业户口,目前务农，曾经有过非农工作,乡,2025,1,2,2,4
女,1964,初中,毕业,4000,农业户口,目前没有工作，而且只务过农,城,2026,1,2,2,5
女,1965,小学,辍学和中途退学,5000,农业户口,目前务农，曾经有过非农工作,乡,2027,3,2,2,5
男,1945,没有受过任何教育,nan,30000,农业户口,目前务农，曾经有过非农工作,城,2028,1,2,2,4
男,1943,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2029,1,2,1,3
女,1944,没有受过任何教育,nan,2700,农业户口,目前没有工作，而且只务过农,城,2030,1,1,1,4
女,1964,初中,毕业,4000,居民户口（以前是非农业户口）,目前从事非农工作,城,2031,1,2,2,5
女,1959,没有受过任何教育,nan,2000,农业户口,目前没有工作，而且只务过农,乡,2032,1,2,2,4
男,1965,初中,毕业,75000,农业户口,目前从事非农工作,乡,2033,1,2,1,4
男,1947,小学,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2034,1,2,2,5
女,1978,初中,毕业,100000,农业户口,目前从事非农工作,乡,2035,2,2,2,4
男,1980,中专,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,2036,2,3,2,5
女,1941,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,2037,2,2,2,5
女,1998,大学专科（正规高等教育）,正在读,0,农业户口,从未工作过,城,2038,2,2,2,4
男,1959,初中,毕业,10000,农业户口,目前务农，没有过非农工作,城,2039,1,1,2,3
女,1971,小学,辍学和中途退学,5000,农业户口,目前没有工作，曾经有过非农工作,乡,2040,1,1,1,5
女,1959,小学,辍学和中途退学,拒绝回答,农业户口,目前没有工作，而且只务过农,乡,2041,1,1,1,5
女,1966,大学本科（正规高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,2042,2,2,2,4
男,1957,小学,辍学和中途退学,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2043,1,2,1,5
女,1984,初中,毕业,不适用,农业户口,目前没有工作，曾经有过非农工作,城,2044,1,2,2,4
男,1969,大学本科（正规高等教育）,毕业,55000,居民户口（以前是非农业户口）,目前从事非农工作,城,2045,2,3,1,4
男,1953,初中,肄业,不适用,农业户口,目前没有工作，而且只务过农,乡,2046,2,1,1,5
女,1960,初中,毕业,26400,非农业户口,目前没有工作，曾经有过非农工作,城,2047,2,1,1,5
男,1951,小学,辍学和中途退学,0,非农业户口,目前务农，没有过非农工作,城,2048,1,2,2,4
男,1962,大学专科（成人高等教育）,毕业,120000,居民户口（以前是非农业户口）,目前从事非农工作,城,2049,2,2,2,4
女,1981,普通高中,辍学和中途退学,100000,居民户口（以前是农业户口）,目前从事非农工作,城,2050,2,2,1,4
男,1955,没有受过任何教育,nan,不知道,农业户口,目前务农，没有过非农工作,城,2051,2,2,2,5
男,1971,小学,肄业,80000,非农业户口,目前从事非农工作,城,2052,1,2,2,4
男,1992,大学专科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,2053,2,3,2,5
男,1980,中专,毕业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,2054,2,2,2,4
女,1936,中专,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,2055,2,2,1,4
女,1952,私塾、扫盲班,nan,3000,农业户口,目前务农，没有过非农工作,乡,2056,1,1,1,5
男,1956,小学,肄业,5000,农业户口,目前务农，没有过非农工作,乡,2057,1,2,1,5
男,1954,小学,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2058,2,2,2,5
男,1973,小学,毕业,40000,农业户口,目前从事非农工作,城,2059,1,1,1,5
女,1941,没有受过任何教育,nan,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,2060,1,2,1,5
男,1965,普通高中,毕业,80000,居民户口（以前是农业户口）,目前从事非农工作,城,2061,2,4,2,5
女,1962,大学专科（成人高等教育）,毕业,55000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2062,1,2,2,4
男,1949,没有受过任何教育,nan,20000,居民户口（以前是农业户口）,目前从事非农工作,城,2063,2,1,1,5
男,1950,小学,毕业,49200,居民户口（以前是非农业户口）,目前从事非农工作,城,2064,2,2,2,4
男,1970,大学专科（正规高等教育）,毕业,40000,居民户口（以前是非农业户口）,目前从事非农工作,城,2065,2,2,2,5
女,1972,技校,毕业,24000,非农业户口,目前从事非农工作,城,2066,1,2,2,4
男,1960,初中,毕业,30000,农业户口,目前从事非农工作,城,2067,2,1,1,4
男,1953,初中,毕业,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2068,2,1,1,5
女,1951,小学,毕业,13000,农业户口,目前务农，没有过非农工作,乡,2069,2,2,1,5
女,1988,大学本科（成人高等教育）,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,2070,1,2,2,5
女,1964,普通高中,毕业,24000,居民户口（以前是非农业户口）,目前从事非农工作,城,2071,1,2,1,4
男,1957,初中,辍学和中途退学,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2072,1,2,1,4
女,1959,没有受过任何教育,nan,拒绝回答,农业户口,目前从事非农工作,城,2073,1,1,2,4
男,1951,小学,毕业,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2074,2,2,2,5
男,1998,普通高中,正在读,0,居民户口（以前是农业户口）,从未工作过,城,2075,2,4,2,5
女,1993,研究生及以上,正在读,10000,非农业户口,从未工作过,城,2076,1,2,2,4
男,1997,大学本科（正规高等教育）,正在读,0,农业户口,从未工作过,城,2077,2,2,2,4
女,1976,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,2078,2,2,1,4
女,1968,大学专科（正规高等教育）,毕业,70000,居民户口（以前是农业户口）,目前从事非农工作,城,2079,1,2,2,5
男,1945,初中,毕业,108000,非农业户口,目前没有工作，曾经有过非农工作,城,2080,1,2,2,5
女,1973,普通高中,毕业,20000,非农业户口,目前从事非农工作,城,2081,1,2,2,4
男,1970,没有受过任何教育,nan,100000,农业户口,目前从事非农工作,城,2082,2,3,1,4
男,1986,大学本科（成人高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,2083,1,2,1,5
男,1944,初中,毕业,35000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,2084,2,2,2,4
女,1990,初中,毕业,20000,居民户口（以前是非农业户口）,目前从事非农工作,城,2085,2,2,2,4
女,1998,普通高中,毕业,不适用,农业户口,从未工作过,城,2086,2,3,2,5
女,1977,大学本科（成人高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,2087,2,3,2,4
男,1950,没有受过任何教育,nan,14000,农业户口,目前没有工作，而且只务过农,乡,2088,1,2,1,5
女,1949,小学,肄业,不适用,农业户口,从未工作过,乡,2089,1,2,2,5
女,1960,小学,辍学和中途退学,2000,没有户口,目前没有工作，而且只务过农,乡,2090,1,2,2,5
男,1990,中专,毕业,36000,非农业户口,目前从事非农工作,城,2091,1,2,1,4
女,1989,大学专科（正规高等教育）,毕业,24000,居民户口（以前是农业户口）,目前从事非农工作,城,2092,2,2,1,5
男,1984,初中,毕业,60000,农业户口,目前从事非农工作,城,2093,1,2,2,4
男,1965,小学,毕业,15000,农业户口,目前务农，没有过非农工作,乡,2094,1,1,1,5
女,1966,没有受过任何教育,nan,15000,非农业户口,目前没有工作，曾经有过非农工作,城,2095,2,3,2,4
男,1952,小学,毕业,2500,农业户口,目前务农，没有过非农工作,乡,2096,1,2,1,4
男,1969,小学,毕业,250000,居民户口（以前是非农业户口）,目前从事非农工作,城,2097,2,2,1,5
男,1941,小学,毕业,不知道,居民户口（以前是非农业户口）,目前没有工作，而且只务过农,城,2098,1,2,2,4
男,1964,普通高中,毕业,50000,农业户口,目前从事非农工作,城,2099,2,3,2,5
女,1952,没有受过任何教育,nan,0,农业户口,目前没有工作，曾经有过非农工作,城,2100,1,1,1,4
女,1955,没有受过任何教育,nan,12000,非农业户口,目前务农，没有过非农工作,城,2101,2,2,2,4
女,1952,没有受过任何教育,nan,0,居民户口（以前是农业户口）,从未工作过,城,2102,1,1,1,4
男,1973,普通高中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,2103,2,2,2,5
女,1968,初中,辍学和中途退学,不适用,农业户口,目前没有工作，曾经有过非农工作,城,2104,1,2,1,4
女,1966,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,2105,1,2,1,4
女,1980,大学专科（成人高等教育）,毕业,200000,居民户口（以前是非农业户口）,目前从事非农工作,城,2106,1,2,2,4
男,1947,大学专科（正规高等教育）,毕业,67000,非农业户口,目前没有工作，曾经有过非农工作,城,2107,2,4,2,5
女,1963,普通高中,毕业,10000,农业户口,目前从事非农工作,城,2108,2,2,2,4
女,1954,小学,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2109,1,1,1,5
男,1972,大学专科（成人高等教育）,毕业,70000,居民户口（以前是非农业户口）,目前从事非农工作,城,2110,1,2,2,4
女,1983,中专,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2111,1,2,1,4
男,1973,小学,毕业,80000,农业户口,目前从事非农工作,城,2112,1,2,2,5
女,1954,没有受过任何教育,nan,10000,农业户口,目前没有工作，而且只务过农,乡,2113,1,2,2,4
女,1957,小学,辍学和中途退学,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2114,2,2,2,4
女,1955,初中,毕业,10000,居民户口（以前是农业户口）,目前从事非农工作,城,2115,1,2,2,5
女,1957,初中,毕业,10000,农业户口,目前从事非农工作,乡,2116,1,1,1,5
女,1983,初中,辍学和中途退学,50000,农业户口,目前从事非农工作,城,2117,2,2,1,5
男,1989,大学本科（正规高等教育）,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,2118,2,3,2,5
女,1991,初中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2119,1,2,2,4
男,1968,小学,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2120,1,2,1,4
男,1970,大学本科（正规高等教育）,毕业,60000,非农业户口,目前从事非农工作,城,2121,2,2,1,4
女,1927,没有受过任何教育,nan,1500,农业户口,目前没有工作，而且只务过农,乡,2122,1,2,2,4
女,1973,小学,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,城,2123,1,2,2,4
女,1963,没有受过任何教育,nan,0,农业户口,从未工作过,城,2124,1,2,2,4
女,1995,初中,毕业,0,农业户口,从未工作过,乡,2125,2,2,1,3
女,1969,没有受过任何教育,nan,50000,农业户口,目前没有工作，而且只务过农,乡,2126,1,2,2,4
男,1932,没有受过任何教育,nan,1500,农业户口,目前没有工作，而且只务过农,乡,2127,2,2,3,5
男,1929,私塾、扫盲班,nan,7000,农业户口,目前没有工作，而且只务过农,乡,2128,2,2,2,5
男,1963,普通高中,毕业,20000,非农业户口,目前务农，曾经有过非农工作,乡,2129,2,2,2,5
男,1937,私塾、扫盲班,nan,6000,农业户口,目前没有工作，而且只务过农,乡,2130,1,2,2,5
女,1965,小学,毕业,10000,农业户口,目前没有工作，而且只务过农,乡,2131,1,1,1,4
男,1956,普通高中,毕业,15000,农业户口,目前务农，没有过非农工作,乡,2132,1,2,1,4
女,1989,初中,毕业,28000,农业户口,目前从事非农工作,城,2133,2,3,2,4
女,1973,初中,毕业,30000,农业户口,目前务农，没有过非农工作,城,2134,1,2,2,5
男,1986,普通高中,毕业,20000,农业户口,目前从事非农工作,城,2135,2,3,2,4
男,1951,小学,辍学和中途退学,30000,农业户口,目前务农，没有过非农工作,乡,2136,1,2,1,4
女,1951,没有受过任何教育,nan,600,农业户口,目前没有工作，而且只务过农,城,2137,1,2,2,5
男,1951,没有受过任何教育,nan,2000,农业户口,目前没有工作，而且只务过农,乡,2138,2,2,2,5
女,1974,大学专科（成人高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,2139,2,3,2,4
男,1967,没有受过任何教育,nan,100000,农业户口,目前务农，没有过非农工作,城,2140,2,3,2,4
男,1995,大学专科（正规高等教育）,毕业,不适用,农业户口,从未工作过,城,2141,2,3,1,5
女,1985,初中,毕业,30000,非农业户口,目前从事非农工作,城,2142,1,2,1,4
男,1978,普通高中,毕业,拒绝回答,居民户口（以前是农业户口）,目前从事非农工作,城,2143,2,2,1,5
女,1977,没有受过任何教育,nan,0,居民户口（以前是非农业户口）,目前没有工作，而且只务过农,城,2144,1,1,1,4
男,1991,初中,肄业,40000,农业户口,目前从事非农工作,乡,2145,2,3,2,5
男,1947,小学,毕业,24000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2146,2,2,2,4
男,1986,初中,辍学和中途退学,30000,农业户口,目前从事非农工作,城,2147,1,2,2,4
女,1972,小学,毕业,0,农业户口,目前没有工作，而且只务过农,城,2148,1,2,2,4
男,1990,初中,毕业,40000,农业户口,目前没有工作，曾经有过非农工作,城,2149,2,3,2,4
男,1964,大学专科（成人高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,2150,1,2,2,4
女,1946,小学,辍学和中途退学,3000,农业户口,目前没有工作，而且只务过农,乡,2151,1,1,1,5
女,1973,没有受过任何教育,nan,24000,农业户口,目前从事非农工作,城,2152,1,3,2,5
男,1972,中专,毕业,20000,非农业户口,目前从事非农工作,城,2153,2,2,2,4
男,1944,没有受过任何教育,nan,6000,农业户口,目前没有工作，而且只务过农,乡,2154,1,2,2,5
男,1962,小学,毕业,36000,居民户口（以前是农业户口）,目前从事非农工作,城,2155,1,2,1,4
女,1976,小学,毕业,15000,农业户口,目前从事非农工作,城,2156,1,2,2,3
男,1978,大学专科（正规高等教育）,毕业,40000,居民户口（以前是农业户口）,目前从事非农工作,城,2157,2,4,2,5
男,1942,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,城,2158,1,2,1,4
男,1962,普通高中,毕业,30000,非农业户口,目前从事非农工作,城,2159,2,2,2,4
男,1963,小学,肄业,0,农业户口,目前没有工作，而且只务过农,乡,2160,1,1,2,4
女,1970,初中,毕业,10000,居民户口（以前是非农业户口）,目前从事非农工作,城,2161,1,2,2,5
女,1972,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,2162,1,2,2,4
女,1968,小学,毕业,20000,农业户口,目前务农，没有过非农工作,乡,2163,1,2,2,4
女,1962,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,2164,1,1,1,4
男,1987,初中,毕业,50000,农业户口,目前务农，没有过非农工作,城,2165,1,2,2,5
男,1952,小学,毕业,20000,农业户口,目前务农，没有过非农工作,乡,2166,2,2,2,5
女,1976,没有受过任何教育,nan,2000,农业户口,目前从事非农工作,乡,2167,1,1,1,4
男,1957,小学,毕业,30000,农业户口,目前务农，没有过非农工作,乡,2168,1,2,2,4
男,1976,小学,辍学和中途退学,25000,非农业户口,目前从事非农工作,城,2169,1,2,2,4
男,1953,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,2170,1,2,2,5
男,1948,没有受过任何教育,nan,5000,农业户口,目前务农，没有过非农工作,乡,2171,1,2,2,4
男,1986,中专,毕业,120000,非农业户口,目前从事非农工作,乡,2172,2,2,2,4
女,1973,初中,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,2173,2,2,1,4
女,1970,没有受过任何教育,nan,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,2174,1,2,2,5
女,1989,初中,毕业,20000,农业户口,目前从事非农工作,城,2175,1,3,2,4
女,1957,小学,毕业,15000,农业户口,目前务农，没有过非农工作,城,2176,1,2,2,4
男,1963,小学,辍学和中途退学,15000,农业户口,目前务农，没有过非农工作,城,2177,1,2,2,4
男,1969,大学专科（正规高等教育）,毕业,48000,居民户口（以前是非农业户口）,目前从事非农工作,城,2178,2,3,1,5
女,1940,没有受过任何教育,nan,2000,农业户口,目前没有工作，而且只务过农,城,2179,1,1,1,5
男,1946,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,城,2180,1,2,1,5
女,1951,小学,毕业,20000,农业户口,目前没有工作，而且只务过农,城,2181,1,1,1,5
女,1934,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,2182,1,1,1,5
女,1956,普通高中,毕业,3000,居民户口（以前是非农业户口）,目前务农，曾经有过非农工作,城,2183,1,1,1,4
女,1990,小学,辍学和中途退学,50000,农业户口,目前没有工作，曾经有过非农工作,乡,2184,1,2,2,4
女,1977,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,2185,1,1,1,4
女,1955,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,城,2186,1,2,1,4
男,1970,初中,毕业,拒绝回答,农业户口,目前从事非农工作,城,2187,2,3,2,5
男,1973,小学,辍学和中途退学,15000,农业户口,目前从事非农工作,城,2188,1,1,2,5
男,1945,没有受过任何教育,nan,20000,农业户口,目前从事非农工作,城,2189,1,2,2,5
女,1976,小学,辍学和中途退学,20000,农业户口,目前从事非农工作,城,2190,1,1,1,5
男,1949,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,城,2191,1,1,1,2
男,1977,中专,毕业,36000,非农业户口,目前从事非农工作,城,2192,2,4,2,5
女,1969,小学,辍学和中途退学,0,农业户口,目前务农，没有过非农工作,乡,2193,1,2,2,4
男,1962,小学,毕业,不知道,居民户口（以前是农业户口）,目前从事非农工作,城,2194,1,2,2,4
