a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
女,1977,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,2185,1,2,2,3
女,1955,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,城,2186,1,1,1,5
男,1970,初中,毕业,拒绝回答,农业户口,目前从事非农工作,城,2187,1,2,1,5
男,1973,小学,辍学和中途退学,15000,农业户口,目前从事非农工作,城,2188,2,2,2,5
男,1945,没有受过任何教育,nan,20000,农业户口,目前从事非农工作,城,2189,1,2,1,5
女,1976,小学,辍学和中途退学,20000,农业户口,目前从事非农工作,城,2190,1,2,2,4
男,1949,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,城,2191,1,1,1,5
男,1977,中专,毕业,36000,非农业户口,目前从事非农工作,城,2192,2,2,2,4
女,1969,小学,辍学和中途退学,0,农业户口,目前务农，没有过非农工作,乡,2193,1,2,1,4
男,1962,小学,毕业,不知道,居民户口（以前是农业户口）,目前从事非农工作,城,2194,1,2,1,4
女,1946,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,乡,2195,1,1,1,5
男,1961,初中,毕业,20000,非农业户口,目前从事非农工作,城,2196,1,1,1,4
女,1973,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,乡,2197,1,2,1,4
女,1932,私塾、扫盲班,nan,0,非农业户口,目前没有工作，而且只务过农,城,2198,1,2,1,4
男,1976,初中,辍学和中途退学,30000,居民户口（以前是农业户口）,目前从事非农工作,城,2199,1,2,1,5
女,1952,小学,毕业,200,农业户口,目前务农，没有过非农工作,乡,2200,1,2,2,4
女,1981,普通高中,毕业,40000,农业户口,目前从事非农工作,城,2201,1,2,1,5
女,1988,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,2202,1,2,1,5
男,1952,小学,辍学和中途退学,12000,农业户口,目前务农，没有过非农工作,乡,2203,1,1,1,4
女,1997,大学本科（正规高等教育）,正在读,不适用,非农业户口,从未工作过,城,2204,2,4,1,3
女,1952,初中,毕业,50000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2205,1,2,1,4
男,1981,中专,正在读,100000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2206,2,3,2,4
女,1984,普通高中,毕业,80000,非农业户口,目前从事非农工作,城,2207,1,3,1,4
女,1963,没有受过任何教育,nan,10000,农业户口,目前务农，没有过非农工作,乡,2208,1,1,1,5
男,1990,普通高中,毕业,50000,农业户口,目前从事非农工作,城,2209,1,2,1,5
女,1947,初中,毕业,2760,农业户口,目前没有工作，曾经有过非农工作,乡,2210,1,2,1,3
男,1972,没有受过任何教育,nan,10000,农业户口,目前务农，曾经有过非农工作,城,2211,1,2,1,5
女,1986,中专,毕业,20000,非农业户口,目前从事非农工作,城,2212,1,2,2,4
男,1944,私塾、扫盲班,nan,12000,农业户口,目前务农，曾经有过非农工作,城,2213,1,2,1,4
男,1952,初中,辍学和中途退学,0,农业户口,目前务农，曾经有过非农工作,乡,2214,1,1,1,5
女,1997,普通高中,正在读,4000,农业户口,从未工作过,城,2215,1,2,1,3
女,1958,没有受过任何教育,nan,1000,农业户口,目前务农，没有过非农工作,城,2216,1,1,1,3
男,1969,初中,毕业,24000,居民户口（以前是农业户口）,目前从事非农工作,城,2217,1,2,1,4
女,1946,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,城,2218,1,1,1,4
女,1998,普通高中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2219,1,2,1,5
男,1971,初中,辍学和中途退学,120000,非农业户口,目前从事非农工作,城,2220,1,2,1,4
男,1973,大学专科（成人高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,2221,2,3,2,3
女,1976,初中,毕业,36000,农业户口,目前从事非农工作,乡,2222,1,1,1,5
男,1960,初中,毕业,5000,农业户口,目前务农，没有过非农工作,乡,2223,1,2,1,3
男,1950,没有受过任何教育,nan,12000,农业户口,目前务农，没有过非农工作,乡,2224,1,2,1,4
女,1965,大学专科（成人高等教育）,毕业,拒绝回答,非农业户口,目前从事非农工作,城,2225,1,3,1,4
男,1984,初中,毕业,60000,非农业户口,目前务农，曾经有过非农工作,城,2226,1,2,1,4
女,1956,没有受过任何教育,nan,1000,农业户口,目前没有工作，而且只务过农,城,2227,1,1,1,4
男,1967,小学,毕业,拒绝回答,农业户口,目前没有工作，曾经有过非农工作,城,2228,1,2,1,2
女,1941,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,城,2229,1,1,2,3
男,1969,初中,毕业,40000,农业户口,目前务农，没有过非农工作,城,2230,1,2,1,5
男,1973,小学,毕业,50000,农业户口,目前从事非农工作,城,2231,1,2,1,4
男,1994,普通高中,毕业,30000,农业户口,目前从事非农工作,城,2232,1,2,1,5
男,1951,没有受过任何教育,nan,0,农业户口,目前务农，曾经有过非农工作,乡,2233,1,1,1,4
女,1941,私塾、扫盲班,nan,0,农业户口,目前没有工作，而且只务过农,城,2234,1,2,1,5
女,1964,初中,毕业,25000,非农业户口,目前从事非农工作,城,2235,1,3,2,5
男,1974,小学,毕业,20000,农业户口,目前务农，没有过非农工作,乡,2236,1,2,1,5
女,1983,初中,毕业,20000,农业户口,目前从事非农工作,城,2237,2,2,1,4
女,1936,没有受过任何教育,nan,900,农业户口,目前没有工作，而且只务过农,城,2238,1,1,1,4
女,1961,没有受过任何教育,nan,15000,农业户口,目前务农，没有过非农工作,乡,2239,1,1,1,4
男,1963,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,2240,1,2,1,4
男,1958,初中,毕业,2000,农业户口,目前没有工作，曾经有过非农工作,乡,2241,1,1,1,5
女,1935,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,城,2242,1,1,1,5
男,1953,小学,毕业,20000,居民户口（以前是农业户口）,目前从事非农工作,城,2243,1,1,1,5
男,1945,小学,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2244,1,2,1,5
男,1955,没有受过任何教育,nan,13000,农业户口,目前务农，没有过非农工作,乡,2245,1,2,1,5
女,1951,普通高中,毕业,35000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2246,1,2,2,4
女,1966,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2247,1,2,1,4
女,1985,小学,毕业,0,农业户口,从未工作过,城,2248,1,1,1,5
女,1995,大学专科（成人高等教育）,毕业,30000,非农业户口,目前没有工作，曾经有过非农工作,城,2249,1,3,2,5
男,1947,没有受过任何教育,nan,0,农业户口,目前没有工作，曾经有过非农工作,城,2250,1,2,1,3
男,1949,小学,辍学和中途退学,5000,农业户口,目前务农，没有过非农工作,乡,2251,1,2,1,5
男,1972,初中,毕业,30000,农业户口,目前务农，没有过非农工作,乡,2252,1,2,1,5
女,1960,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2253,1,2,1,5
女,1980,大学专科（成人高等教育）,毕业,25000,居民户口（以前是非农业户口）,目前从事非农工作,城,2254,1,3,1,5
女,1947,小学,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2255,1,3,2,5
女,1947,小学,辍学和中途退学,0,农业户口,从未工作过,乡,2256,1,1,1,5
女,1974,没有受过任何教育,nan,3000,农业户口,目前务农，没有过非农工作,乡,2257,1,2,1,4
女,1951,没有受过任何教育,nan,640,农业户口,目前务农，没有过非农工作,乡,2258,1,1,1,3
女,1948,中专,毕业,40000,非农业户口,目前没有工作，曾经有过非农工作,城,2259,1,2,1,5
男,1956,普通高中,毕业,6000,农业户口,目前从事非农工作,乡,2260,1,2,1,3
女,1957,没有受过任何教育,nan,20000,农业户口,目前没有工作，而且只务过农,乡,2261,1,2,1,5
男,1975,小学,毕业,拒绝回答,农业户口,目前务农，曾经有过非农工作,乡,2262,1,2,1,3
男,1962,初中,毕业,20000,农业户口,目前务农，没有过非农工作,乡,2263,1,2,1,4
女,1974,小学,肄业,0,农业户口,目前没有工作，曾经有过非农工作,乡,2264,1,2,1,5
男,1969,小学,毕业,500000,农业户口,目前从事非农工作,城,2265,2,2,2,3
男,1974,职业高中,毕业,50000,非农业户口,目前从事非农工作,城,2266,1,2,1,5
男,1963,小学,辍学和中途退学,20000,农业户口,目前从事非农工作,城,2267,1,2,1,5
男,1963,普通高中,毕业,20000,农业户口,目前从事非农工作,城,2268,1,3,2,5
男,1999,普通高中,毕业,0,农业户口,从未工作过,乡,2269,1,2,1,5
女,1937,没有受过任何教育,nan,不知道,农业户口,目前务农，没有过非农工作,乡,2270,1,2,1,5
女,1943,小学,辍学和中途退学,12000,居民户口（以前是非农业户口）,从未工作过,城,2271,1,2,1,5
男,1957,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,2272,1,1,1,3
女,1957,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,2273,1,1,1,5
女,1952,私塾、扫盲班,nan,0,农业户口,从未工作过,乡,2274,1,2,1,5
男,1958,普通高中,毕业,20000,农业户口,目前务农，曾经有过非农工作,乡,2275,1,2,1,3
男,1946,没有受过任何教育,nan,3000,农业户口,目前没有工作，而且只务过农,乡,2276,1,1,1,5
男,1999,普通高中,正在读,0,农业户口,从未工作过,乡,2277,2,2,1,3
男,1951,小学,毕业,4800,农业户口,目前务农，没有过非农工作,乡,2278,1,2,1,5
男,1982,大学本科（正规高等教育）,毕业,150000,非农业户口,目前从事非农工作,城,2279,1,2,2,5
女,1976,普通高中,毕业,30000,非农业户口,目前从事非农工作,城,2280,1,2,1,5
女,1935,没有受过任何教育,nan,5000,农业户口,从未工作过,乡,2281,1,1,1,5
男,1976,中专,毕业,36000,非农业户口,目前从事非农工作,城,2282,1,1,1,4
女,1970,初中,毕业,30000,农业户口,目前从事非农工作,乡,2283,1,2,1,4
男,1977,普通高中,毕业,500000,农业户口,目前从事非农工作,城,2284,2,3,2,4
女,1941,没有受过任何教育,nan,12000,非农业户口,目前从事非农工作,城,2285,1,1,1,5
男,1972,中专,毕业,100000,非农业户口,目前从事非农工作,城,2286,2,2,1,5
女,1953,小学,毕业,0,农业户口,目前没有工作，而且只务过农,城,2287,1,1,1,3
男,1984,中专,毕业,30000,非农业户口,目前从事非农工作,城,2288,1,2,1,4
男,1970,普通高中,毕业,80000,非农业户口,目前从事非农工作,城,2289,1,3,2,3
女,1957,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,城,2290,1,2,1,5
女,1981,初中,毕业,20000,农业户口,目前没有工作，曾经有过非农工作,城,2291,2,2,1,3
男,1996,大学本科（正规高等教育）,毕业,2400,非农业户口,从未工作过,城,2292,1,2,1,5
男,1971,中专,毕业,拒绝回答,非农业户口,目前从事非农工作,城,2293,2,2,1,4
男,1978,初中,辍学和中途退学,0,农业户口,从未工作过,乡,2294,1,2,1,3
男,1965,初中,毕业,20000,农业户口,目前从事非农工作,城,2295,1,1,1,5
男,1980,初中,毕业,30000,非农业户口,目前从事非农工作,城,2296,1,2,2,5
男,1957,初中,毕业,20000,农业户口,目前务农，曾经有过非农工作,乡,2297,1,1,1,5
女,1979,初中,毕业,10000,农业户口,目前从事非农工作,乡,2298,1,1,1,5
男,1986,大学专科（正规高等教育）,毕业,30000,农业户口,目前从事非农工作,乡,2299,1,2,1,5
女,1931,没有受过任何教育,nan,1200,农业户口,目前没有工作，而且只务过农,乡,2300,1,1,1,3
男,1987,初中,毕业,70000,农业户口,目前从事非农工作,城,2301,2,3,1,4
女,1956,小学,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,2302,1,3,2,3
男,1988,职业高中,毕业,80000,农业户口,目前没有工作，曾经有过非农工作,城,2303,1,2,1,4
男,1995,大学本科（正规高等教育）,毕业,0,农业户口,从未工作过,城,2304,1,2,1,3
女,1944,小学,毕业,1200,农业户口,目前没有工作，而且只务过农,乡,2305,1,2,2,4
女,1941,没有受过任何教育,nan,0,非农业户口,目前没有工作，曾经有过非农工作,城,2306,1,1,1,5
女,1978,中专,毕业,30000,非农业户口,目前从事非农工作,城,2307,1,2,1,5
男,1997,普通高中,毕业,30000,农业户口,目前从事非农工作,城,2308,1,2,1,4
女,1987,中专,毕业,40000,农业户口,目前从事非农工作,乡,2309,1,2,1,5
男,1976,初中,毕业,60000,农业户口,目前从事非农工作,城,2310,1,1,1,5
男,1977,小学,毕业,36000,农业户口,目前从事非农工作,城,2311,1,2,1,5
女,1987,初中,肄业,0,农业户口,目前没有工作，曾经有过非农工作,城,2312,1,2,1,5
女,1968,没有受过任何教育,nan,2000,农业户口,目前务农，没有过非农工作,乡,2313,1,2,1,5
男,1977,大学专科（正规高等教育）,毕业,60000,非农业户口,目前从事非农工作,城,2314,2,4,2,5
男,1952,普通高中,毕业,12000,农业户口,目前务农，没有过非农工作,城,2315,1,2,1,5
女,1935,没有受过任何教育,nan,3000,农业户口,目前没有工作，而且只务过农,乡,2316,1,1,1,5
男,1986,大学本科（正规高等教育）,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,2317,1,4,1,5
男,1937,小学,毕业,1200,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2318,1,2,1,5
女,1969,普通高中,毕业,24000,非农业户口,目前从事非农工作,城,2319,1,2,2,4
女,1952,小学,辍学和中途退学,2000,农业户口,目前没有工作，而且只务过农,城,2320,1,1,1,5
男,1969,初中,毕业,10000,农业户口,目前从事非农工作,乡,2321,1,2,2,3
女,1990,中专,毕业,不适用,农业户口,目前没有工作，曾经有过非农工作,乡,2322,1,2,1,3
男,1965,初中,毕业,100000,非农业户口,目前从事非农工作,城,2323,2,3,1,5
女,1955,小学,肄业,0,农业户口,目前没有工作，而且只务过农,城,2324,1,1,1,3
男,1979,大学本科（成人高等教育）,毕业,45000,其他,目前从事非农工作,城,2325,1,1,1,5
男,1952,小学,毕业,0,农业户口,目前没有工作，而且只务过农,城,2326,1,1,1,5
女,1959,普通高中,毕业,24800,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2327,2,2,1,5
女,1955,小学,辍学和中途退学,10320,非农业户口,目前没有工作，曾经有过非农工作,城,2328,1,2,1,5
女,1978,大学专科（成人高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,2329,2,3,2,4
女,1957,初中,毕业,24000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,乡,2330,1,2,1,5
男,1956,小学,毕业,10000,农业户口,目前务农，曾经有过非农工作,城,2331,1,2,1,5
男,1998,职业高中,毕业,100000,农业户口,目前从事非农工作,城,2332,1,3,2,5
男,1958,没有受过任何教育,nan,20000,农业户口,目前从事非农工作,乡,2333,1,2,1,5
女,1971,初中,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,2334,1,2,1,3
女,1957,小学,毕业,800,农业户口,目前没有工作，而且只务过农,城,2335,1,1,1,5
男,1969,普通高中,毕业,10000,农业户口,目前从事非农工作,乡,2336,1,2,1,4
男,1958,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2337,1,1,1,5
女,1980,初中,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,乡,2338,1,2,1,4
男,1954,小学,毕业,10000,农业户口,目前务农，没有过非农工作,城,2339,1,2,2,3
男,1953,初中,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,2340,1,2,1,5
女,1951,没有受过任何教育,nan,6000,农业户口,目前没有工作，而且只务过农,城,2341,1,1,1,4
女,1960,初中,辍学和中途退学,0,农业户口,从未工作过,乡,2342,1,2,1,5
男,1976,普通高中,毕业,50000,农业户口,目前从事非农工作,乡,2343,1,2,1,5
男,1960,小学,毕业,30000,农业户口,目前从事非农工作,乡,2344,1,2,2,5
女,1986,初中,毕业,0,农业户口,目前务农，曾经有过非农工作,乡,2345,1,2,1,5
女,1976,初中,毕业,20000,农业户口,目前从事非农工作,城,2346,1,2,1,4
女,1948,小学,毕业,1200,农业户口,目前没有工作，而且只务过农,乡,2347,1,1,1,3
男,1981,初中,毕业,20000,农业户口,目前从事非农工作,乡,2348,1,2,1,3
男,1969,初中,辍学和中途退学,5500,农业户口,目前没有工作，而且只务过农,乡,2349,1,1,1,5
女,1952,没有受过任何教育,nan,3000,农业户口,目前务农，没有过非农工作,乡,2350,1,1,1,4
女,1958,没有受过任何教育,nan,30000,农业户口,目前务农，没有过非农工作,乡,2351,1,1,1,5
女,1952,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,2352,1,2,1,4
女,1998,中专,毕业,20000,农业户口,目前从事非农工作,城,2353,2,2,1,3
女,1965,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,2354,1,2,1,4
男,1956,小学,毕业,20000,农业户口,目前没有工作，曾经有过非农工作,城,2355,1,2,2,4
女,1981,初中,毕业,24000,农业户口,目前从事非农工作,乡,2356,1,1,1,4
女,1982,普通高中,毕业,0,非农业户口,从未工作过,城,2357,1,2,1,5
男,1962,初中,毕业,12000,农业户口,目前从事非农工作,乡,2358,1,2,2,4
女,1951,小学,毕业,0,农业户口,目前没有工作，而且只务过农,城,2359,1,2,1,3
女,1996,大学本科（正规高等教育）,正在读,0,居民户口（以前是非农业户口）,从未工作过,城,2360,1,2,1,4
男,1984,初中,辍学和中途退学,80000,农业户口,目前没有工作，曾经有过非农工作,乡,2361,2,2,1,3
女,1981,小学,毕业,0,农业户口,从未工作过,乡,2362,1,1,1,4
男,1983,初中,辍学和中途退学,20000,农业户口,目前从事非农工作,乡,2363,1,2,1,4
女,1969,研究生及以上,毕业,200000,居民户口（以前是非农业户口）,目前从事非农工作,城,2364,1,2,1,5
女,1962,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,2365,1,2,1,5
男,1984,小学,毕业,25000,农业户口,目前从事非农工作,乡,2366,1,2,1,5
男,1968,初中,辍学和中途退学,20000,农业户口,目前从事非农工作,乡,2367,1,2,1,4
男,1931,小学,毕业,84000,非农业户口,目前没有工作，曾经有过非农工作,城,2368,1,3,2,3
男,1967,中专,毕业,36000,非农业户口,目前从事非农工作,城,2369,1,2,1,3
女,1981,小学,辍学和中途退学,20700,农业户口,目前从事非农工作,乡,2370,1,1,1,5
男,1983,中专,毕业,12000,农业户口,目前从事非农工作,城,2371,1,2,1,4
女,1961,小学,辍学和中途退学,10000,居民户口（以前是农业户口）,目前从事非农工作,城,2372,1,1,2,2
女,1940,小学,毕业,2200,农业户口,目前没有工作，而且只务过农,乡,2373,1,1,1,5
女,1950,普通高中,毕业,5000,农业户口,目前从事非农工作,城,2374,1,1,1,5
男,1955,初中,毕业,10000,农业户口,目前没有工作，而且只务过农,城,2375,1,2,1,4
男,1961,大学专科（正规高等教育）,毕业,20000,非农业户口,目前从事非农工作,城,2376,1,3,1,5
女,1986,初中,毕业,20000,农业户口,目前从事非农工作,乡,2377,1,2,1,5
男,1951,初中,毕业,30000,非农业户口,目前没有工作，曾经有过非农工作,城,2378,1,2,1,2
男,1974,小学,毕业,80000,居民户口（以前是农业户口）,目前从事非农工作,城,2379,2,2,2,3
女,1961,普通高中,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,2380,1,2,1,5
女,1978,大学专科（正规高等教育）,毕业,60000,农业户口,目前从事非农工作,乡,2381,1,1,1,5
男,1949,初中,毕业,24000,居民户口（以前是非农业户口）,从未工作过,城,2382,1,2,1,5
男,1957,初中,毕业,12000,农业户口,目前没有工作，而且只务过农,乡,2383,1,1,1,5
男,1974,初中,毕业,50000,非农业户口,目前从事非农工作,城,2384,2,2,1,4
女,1979,大学本科（成人高等教育）,毕业,70000,居民户口（以前是农业户口）,目前从事非农工作,城,2385,2,3,2,4
女,1927,小学,辍学和中途退学,1200,农业户口,目前没有工作，而且只务过农,乡,2386,1,2,2,5
男,1963,普通高中,毕业,30000,农业户口,目前从事非农工作,城,2387,1,3,2,4
男,1990,大学本科（正规高等教育）,毕业,36000,非农业户口,目前从事非农工作,城,2388,2,3,2,3
男,1988,初中,毕业,20000,农业户口,目前从事非农工作,乡,2389,1,2,1,4
女,1961,初中,毕业,0,农业户口,目前务农，没有过非农工作,城,2390,1,2,1,4
男,1962,初中,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,2391,1,2,1,3
女,1956,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,2392,1,1,1,5
女,1958,没有受过任何教育,nan,0,非农业户口,目前没有工作，而且只务过农,城,2393,1,1,1,5
男,1941,初中,毕业,4800,农业户口,目前没有工作，而且只务过农,城,2394,1,2,1,5
男,1984,大学专科（正规高等教育）,毕业,200000,居民户口（以前是农业户口）,目前从事非农工作,城,2395,1,3,2,4
女,1970,没有受过任何教育,nan,30000,农业户口,目前从事非农工作,城,2396,1,2,1,5
女,1963,中专,毕业,30000,非农业户口,目前从事非农工作,城,2397,1,2,1,5
女,1984,中专,毕业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,2398,1,2,1,3
男,1995,大学本科（正规高等教育）,正在读,不适用,农业户口,从未工作过,城,2399,2,2,2,3
女,1964,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,2400,1,2,1,5
女,1977,大学本科（成人高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,2401,2,3,2,4
男,1988,初中,毕业,拒绝回答,农业户口,目前没有工作，曾经有过非农工作,城,2402,1,2,1,3
女,1968,初中,毕业,50000,农业户口,目前从事非农工作,乡,2403,1,1,1,5
男,1947,小学,毕业,3000,农业户口,目前务农，没有过非农工作,乡,2404,1,2,1,5
女,1974,普通高中,毕业,21600,农业户口,目前从事非农工作,城,2405,1,1,1,4
男,1964,初中,毕业,80000,农业户口,目前从事非农工作,城,2406,1,2,1,5
男,1949,初中,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,城,2407,2,3,1,4
男,1979,初中,辍学和中途退学,12000,非农业户口,目前从事非农工作,城,2408,1,2,1,3
女,1944,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,2409,1,1,1,5
男,1985,中专,毕业,60000,非农业户口,目前从事非农工作,城,2410,2,3,2,5
男,1989,初中,毕业,50000,非农业户口,目前从事非农工作,城,2411,2,2,2,4
男,1970,初中,毕业,40000,农业户口,目前从事非农工作,乡,2412,1,2,2,4
男,1937,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,2413,2,2,1,3
男,1999,普通高中,毕业,不适用,非农业户口,从未工作过,城,2414,1,3,2,4
男,1995,普通高中,毕业,36000,农业户口,目前从事非农工作,城,2415,1,2,1,5
男,1978,大学本科（正规高等教育）,毕业,60000,其他,目前从事非农工作,城,2416,2,3,1,2
女,1954,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,2417,1,2,2,4
女,1944,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,2418,1,1,1,5
男,1937,初中,毕业,1200,农业户口,目前没有工作，而且只务过农,乡,2419,1,1,1,5
男,1942,小学,毕业,1800,非农业户口,目前没有工作，而且只务过农,城,2420,1,2,1,3
男,1931,没有受过任何教育,nan,3000,农业户口,目前没有工作，而且只务过农,乡,2421,1,2,1,5
男,1946,初中,毕业,3000,农业户口,目前从事非农工作,乡,2422,1,2,1,5
女,1964,初中,毕业,15000,农业户口,目前务农，没有过非农工作,乡,2423,1,1,1,5
女,1991,普通高中,毕业,不适用,农业户口,目前从事非农工作,乡,2424,1,2,1,5
女,1962,没有受过任何教育,nan,1000,农业户口,目前没有工作，而且只务过农,乡,2425,1,1,1,5
男,1944,中专,毕业,42000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2426,1,2,1,5
女,1966,中专,毕业,20000,非农业户口,目前从事非农工作,城,2427,2,3,2,4
女,1987,普通高中,毕业,60000,农业户口,目前从事非农工作,城,2428,1,2,2,3
女,1996,普通高中,毕业,0,农业户口,从未工作过,城,2429,1,2,1,3
女,1966,小学,毕业,拒绝回答,农业户口,目前从事非农工作,城,2430,1,2,1,4
男,1948,小学,毕业,拒绝回答,农业户口,目前没有工作，曾经有过非农工作,城,2431,2,2,1,5
男,1952,初中,毕业,1700,农业户口,目前没有工作，而且只务过农,乡,2432,1,2,2,8
女,1954,初中,毕业,0,农业户口,目前没有工作，而且只务过农,城,2433,1,1,1,5
男,1954,大学专科（成人高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,2434,2,3,1,4
男,1965,初中,毕业,30000,农业户口,目前从事非农工作,乡,2435,1,2,1,5
女,1986,大学专科（成人高等教育）,毕业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,2436,1,2,1,4
男,1983,小学,辍学和中途退学,3000,农业户口,目前没有工作，曾经有过非农工作,乡,2437,1,2,1,3
男,1986,大学本科（成人高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,2438,1,3,1,5
男,1981,中专,毕业,24000,农业户口,目前从事非农工作,城,2439,1,2,1,5
女,1934,没有受过任何教育,nan,1200,农业户口,目前没有工作，而且只务过农,城,2440,1,1,1,4
女,1950,小学,毕业,12000,农业户口,目前从事非农工作,乡,2441,1,1,1,4
女,1986,大学专科（正规高等教育）,毕业,40000,非农业户口,目前从事非农工作,城,2442,1,3,1,5
女,1936,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,2443,1,1,1,5
男,1985,普通高中,毕业,12000,非农业户口,目前从事非农工作,城,2444,1,3,2,5
女,1987,中专,毕业,0,农业户口,从未工作过,乡,2445,1,1,1,5
男,1947,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,2446,1,1,1,3
女,1951,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,2447,1,1,2,3
男,1941,初中,辍学和中途退学,70000,非农业户口,目前没有工作，曾经有过非农工作,城,2448,1,3,2,3
男,1934,中专,毕业,63600,非农业户口,目前没有工作，曾经有过非农工作,城,2449,1,2,1,2
女,1981,初中,毕业,5000,农业户口,目前没有工作，而且只务过农,乡,2450,1,2,1,5
男,1956,初中,毕业,20000,农业户口,目前从事非农工作,城,2451,1,2,1,5
女,1945,没有受过任何教育,nan,1200,农业户口,从未工作过,城,2452,1,1,1,5
男,1999,普通高中,毕业,0,农业户口,目前从事非农工作,城,2453,1,1,1,5
男,1940,中专,毕业,36000,农业户口,目前没有工作，曾经有过非农工作,城,2454,1,2,1,4
女,1955,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,2455,1,2,1,4
女,1982,小学,毕业,27000,农业户口,目前从事非农工作,乡,2456,1,1,1,3
女,1953,没有受过任何教育,nan,1200,农业户口,目前没有工作，而且只务过农,乡,2457,1,2,2,3
女,1956,没有受过任何教育,nan,10000,农业户口,目前务农，没有过非农工作,乡,2458,1,2,1,5
男,1948,小学,毕业,20000,农业户口,目前从事非农工作,乡,2459,1,2,1,5
女,1972,初中,毕业,20000,农业户口,目前从事非农工作,城,2460,1,2,1,5
男,1943,初中,毕业,30000,非农业户口,目前没有工作，曾经有过非农工作,城,2461,1,2,2,5
女,1972,初中,毕业,不知道,农业户口,目前从事非农工作,城,2462,1,1,1,3
女,1983,大学专科（正规高等教育）,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,2463,1,2,1,5
女,1970,初中,毕业,30000,农业户口,目前从事非农工作,城,2464,2,2,1,3
女,1960,普通高中,毕业,5500,农业户口,目前务农，没有过非农工作,乡,2465,1,1,1,5
男,1939,没有受过任何教育,nan,2000,农业户口,目前务农，曾经有过非农工作,乡,2466,1,2,1,5
男,1985,初中,毕业,50000,农业户口,目前从事非农工作,乡,2467,1,3,2,3
女,1976,普通高中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,2468,1,1,1,5
